clubLabel,countryLabel,leagueLabel,logoImage,venueLabel,coordinates,website
1. FC Nürnberg,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20FC%20N%C3%BCrnberg%20logo.svg,Max Morlock Stadium,Point(11.125617009 49.426240624),https://www.fcn.de/
FC Bayern Munich,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Bayern%20M%C3%BCnchen%20logo%20%282017%29.svg,Allianz Arena,Point(11.624752777 48.218775),https://fcbayern.com
U.S.D. Novese,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20centenario%20Novese.png,Stadio Costante Girardengo,Point(8.7827971 44.7682128),http://www.novesecalcio.it/
Club Universitario de Deportes,Peru,Peruvian Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20oficial%20de%20Universitario.png,Estadio Monumental U,Point(-76.935972 -12.055694),https://universitario.pe/
Hull City A.F.C.,United Kingdom,EFL Championship,http://commons.wikimedia.org/wiki/Special:FilePath/T88.png,MKM Stadium,Point(-0.367777777 53.746111111),https://www.hullcitytigers.com/
Leicester City F.C.,United Kingdom,Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/King%20power%20stadium.JPG,Leicester City Stadium,Point(-1.142222222 52.620277777),https://www.lcfc.com
Stade Rennais F.C.,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20Rennais%20%28logo%201960%29.svg,Roazhon Park,Point(-1.71282 48.10743),http://www.staderennais.com
Montpellier Hérault Sport Club,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Montpellier%20H%C3%A9rault%20Sport%20Club%20%28logo%2C%202000%29.svg,Stade de la Mosson,Point(3.81279 43.62061),http://www.mhscfoot.com/
AS Saint-Étienne,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20AS%20Saint-%C3%89tienne.svg,Stade Geoffroy-Guichard,Point(4.390171 45.460749),https://www.asse.fr/
TSG 1899 Hoffenheim,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/TSG%20Logo-Standard%204c.png,Prezero-Arena,Point(8.888278 49.239),https://www.achtzehn99.de/
FC Utrecht,Netherlands,Eredivisie,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Utrecht.svg,Stadion Galgenwaard,Point(5.145833333 52.078333333),https://www.fcutrecht.nl/
VVV-Venlo,Netherlands,Eerste Divisie,http://commons.wikimedia.org/wiki/Special:FilePath/VVV%20Venlo.svg,De Koel,Point(6.179722 51.351944),https://www.vvv-venlo.nl/
Roda JC Kerkrade,Netherlands,Eerste Divisie,http://commons.wikimedia.org/wiki/Special:FilePath/Roda%20JC%20Kerkrade.svg,Parkstad Limburg Stadion,Point(6.005833333 50.856944444),https://www.rodajckerkrade.nl/
ADO Den Haag,Netherlands,Eerste Divisie,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20ADO%20Den%20Haag%20on%20a%20poster%20%2817058468161%29.jpg,Bingoal Stadion,Point(4.383056 52.062778),https://adodenhaag.nl/
FC Zenit Saint Petersburg,Russia,Russian Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Zenit%201%20star%202015%20logo.svg,Gazprom Arena,Point(30.220533 59.972953),https://fc-zenit.ru/
A.C.R. Messina,Italy,Serie C,http://commons.wikimedia.org/wiki/Special:FilePath/ACRMessina.png,Stadio San Filippo,Point(15.520833 38.161389),https://www.acrmessina1900.it/
Tractor S.C.,Iran,Iran Pro League,http://commons.wikimedia.org/wiki/Special:FilePath/Tractor-logo.svg,Yadegar-e Emam Stadium,Point(46.295833 38.026667),https://www.tractor-club.com/
FC Schalke 04,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Schalke%2004%20Logo.svg,Veltins-Arena,Point(7.067588888 51.554502777),https://schalke04.de/
Hannover 96,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Hannover%2096%20Logo.svg,Niedersachsenstadion,Point(9.731111 52.36),https://www.hannover96.de
São Paulo FC,Brazil,Campeonato Brasileiro,http://commons.wikimedia.org/wiki/Special:FilePath/Brasao%20do%20Sao%20Paulo%20Futebol%20Clube.svg,Estádio do Morumbi,Point(-46.720155555 -23.600125),http://www.saopaulofc.net/
Borussia Dortmund,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Borussia%20Dortmund%20logo.svg,Westfalenstadion,Point(7.451667 51.4925),https://www.bvb.de/
Once Caldas,Colombia,Categoría Primera A,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Once%20Caldas.png,Estadio Palogrande,Point(-75.489807 5.056233),http://www.oncecaldas.com.co/
F.C. Lorient,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Lorientfc.jpg,Stade du Moustoir,Point(-3.36929 47.74869),http://www.fclweb.fr
Inter Milan,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Internazionale%20Milano%202021.svg,Giuseppe Meazza Stadium,Point(9.123888888 45.478055555),https://www.inter.it/
Olympique Lyonnais,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Lyon%20logo.png,Parc Olympique Lyonnais,Point(4.982131 45.765224),https://www.ol.fr/
Juventus FC,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Juventus%20FC%202017%20icon%20%28black%29.svg,Allianz Stadium,Point(7.641247 45.109594),https://www.juventus.com/
Juventus FC,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Juventus%20FC%202017%20icon%20%28white%29.svg,Allianz Stadium,Point(7.641247 45.109594),https://www.juventus.com/
U.C. Sampdoria,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Sampdoria.svg,Stadio Luigi Ferraris,Point(8.952428 44.416431),http://www.sampdoria.it/
AC Milan,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20AC%20Milan.svg,Giuseppe Meazza Stadium,Point(9.123888888 45.478055555),https://www.acmilan.com/
Catania F.C.,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20CATANIA%20FC.svg,Stadio Angelo Massimino,Point(15.071389 37.515833),http://www.calciocatania.it
ACF Fiorentina,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/2022%20ACF%20Fiorentina%20logo.svg,Stadio Artemio Franchi (Florence),Point(11.282258 43.780822),https://www.acffiorentina.com/
S.S. Lazio,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/S.S.%20Lazio%20logo.svg,Stadio Olimpico,Point(12.454722222 41.933888888),https://www.sslazio.it/
S.S.C. Napoli,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/SSC%20Napoli%20%28Gradient%29.svg,Stadio Diego Armando Maradona,Point(14.193008 40.827967),https://www.sscnapoli.it/
Parma Calcio 1913,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Parma%20Calcio%201913%20%28adozione%202016%29.png,Stadio Ennio Tardini,Point(10.338444444 44.794916666),http://parmacalcio1913.com/
ACR Siena 1904,Italy,Serie C,http://commons.wikimedia.org/wiki/Special:FilePath/Stemma%20ACN%20Siena.jpg,Stadio Artemio Franchi,Point(11.326111 43.321667),https://www.acnsiena.it/
VfB Stuttgart,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/VfB%20Stuttgart%201893%20Logo.svg,MHPArena,Point(9.231944 48.792222),http://www.vfb.de/
FC St. Pauli,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20St%20Pauli.png,Millerntor-Stadion,Point(9.967778 53.554444),https://www.fcstpauli.com/
SSC Bari,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/600pixel%20Bianco%20Rosso%20%28Bordato%29%20con%20gallo.png,Stadio San Nicola,Point(16.840072 41.084736),https://www.sscalciobari.it
Empoli F.C.,Italy,Serie A,http://commons.wikimedia.org/wiki/Special:FilePath/Empoli%20FC.png,Stadio Carlo Castellani,Point(10.955 43.726389),https://www.empolifc.com/
Novara Calcio,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Novara%20F.C.png,Stadio Silvio Piola (Novara),Point(8.595833 45.435833),http://www.novarafootballclub.it
1. FC Kaiserslautern,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%201%20FC%20Kaiserslautern.svg,Fritz Walter Stadium,Point(7.775833 49.434444),https://fck.de/
Varese Calcio,Italy,Eccellenza,http://commons.wikimedia.org/wiki/Special:FilePath/Calcio%20Varese%20logo.jpg,Stadio Franco Ossola,Point(8.800631 45.834633),http://www.varese1910.it/it/index.html
RC Celta de Vigo,Spain,La Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20RC%20Celta%20de%20Vigo.svg,Abanca Balaídos Stadium,Point(-8.740328 42.211861),http://www.rccelta.es/
Club Atlético Osasuna,Spain,La Liga,http://commons.wikimedia.org/wiki/Special:FilePath/OSASUNA.jpg,El Sadar Stadium,Point(-1.636944 42.796667),https://www.osasuna.es/
Real Zaragoza,Spain,Segunda División,http://commons.wikimedia.org/wiki/Special:FilePath/Real%20Zaragoza%20emblem%201951.png,La Romareda,Point(-0.901822 41.636592),http://www.realzaragoza.com/
Sevilla FC,Spain,La Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20sevilla%20fc%201908.png,Ramón Sánchez Pizjuán Stadium,Point(-5.970467 37.383878),https://www.sevillafc.es/
CD Mirandés,Spain,Segunda División,http://commons.wikimedia.org/wiki/Special:FilePath/Miranda%20de%20Ebro%20-%20Estadio%20Municipal%20de%20Anduva%20%28CD%20Mirand%C3%A9s%29%2004.jpg,Estadio Municipal de Anduva,Point(-2.935556 42.680833),https://www.cdmirandes.com/
Centre d'Esports Sabadell Futbol Club,Spain,Primera Federación,http://commons.wikimedia.org/wiki/Special:FilePath/CE%20Sabadell%20FC%201903.png,Estadi de la Nova Creu Alta,Point(2.091944 41.554722),https://www.cesabadellfc.com/
Società Polisportiva Ars et Labor,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/SPAL%20Ferrara.svg,Stadio Paolo Mazza,Point(11.6075 44.839722),https://www.spalferrara.it/
FC UTA Arad,Romania,Romanian SuperLiga,http://commons.wikimedia.org/wiki/Special:FilePath/UTA%20Arad%20logo.svg,Stadionul Francisc von Neumann,Point(21.3114 46.1925),https://www.uta-arad.ro/
FC UTA Arad,Romania,Romanian SuperLiga,http://commons.wikimedia.org/wiki/Special:FilePath/UTA%20Arad%20logo.svg,Stadionul Francisc von Neumann,Point(21.311442 46.192575),https://www.uta-arad.ro/
Associação Atlética Caldense,Brazil,Campeonato Mineiro,http://commons.wikimedia.org/wiki/Special:FilePath/AA%20Caldense%20-%20MG.svg,Ronaldão,Point(-46.605833 -21.777778),http://www.caldense.com.br/
Villa Nova Atlético Clube,Brazil,Campeonato Brasileiro Série B,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Nova%20AC%20%28Estr%29%20-%20MG.svg,Estádio Castor Cifuentes,Point(-43.844722222 -19.9875),https://www.villanovamg.com.br/
Philadelphia Union,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/MLS%20crest%20logo%20RGB%20-%20Philadelphia%20Union%202018.svg,Subaru Park,Point(-75.378889 39.832222),https://www.philadelphiaunion.com/
FC Solothurn,Switzerland,Swiss 1. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Solothurn.svg,Stadion FC Solothurn,Point(7.521528 47.2065),https://www.fcsolothurn.ch/
Viktoria Aschaffenburg,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/SVA01%20Vereinswappen%20%282015%29.svg,Stadion am Schönbusch,Point(9.12991 49.9703),https://sva01.de/
VfR Aalen,Germany,Fußball-Regionalliga Südwest,http://commons.wikimedia.org/wiki/Special:FilePath/VfR%20Aalen%20Wappen.svg,Ostalb Arena,Point(10.072222 48.840556),http://www.vfr-aalen.de
SV Elversberg,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Elversberg%20Logo%202021.svg,Waldstadion an der Kaiserlinde,Point(7.12167 49.3186),https://sv07elversberg.de/
SV Elversberg,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Elversberg%20Logo%202021.svg,Waldstadion an der Kaiserlinde,Point(7.12167 49.3186),https://sv07elversberg.de/
FC Viktoria Köln,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Viktoria%20K%C3%B6ln%201904%20Logo.svg,Sportpark Höhenberg,Point(7.03039 50.9452),https://www.viktoria1904.de/
FC Gratkorn,Austria,Austrian Football Second League,http://commons.wikimedia.org/wiki/Special:FilePath/600px%20Bianco%20e%20Verde%20di%20Vienna.png,Sportstadion Gratkorn,Point(15.3385 47.1298),http://www.fcgratkorn.at/
SK Austria Klagenfurt,Austria,Austrian Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Austria%20Klagenfurt%202007%20Logo.svg,Wörthersee Stadion,Point(14.278281 46.608847),http://www.skaustriaklagenfurt.at/
SK Vorwärts Steyr,Austria,Austrian Regional League,http://commons.wikimedia.org/wiki/Special:FilePath/Vereinslogo%20SK%20Vorw%C3%A4rts%20Steyr.svg,Vorwärts Stadium,Point(14.410361 48.037667),http://www.vorwaerts-steyr.at/
SV Werder Bremen,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV-Werder-Bremen-Logo.svg,Weserstadion,Point(8.8375 53.066389),https://www.werder.de/
Al-Hilal SFC,Saudi Arabia,Saudi Pro League,http://commons.wikimedia.org/wiki/Special:FilePath/Alhilal%20FC.png,King Fahd Stadium,Point(46.839236 24.788206),http://www.alhilal.com/
Football Bourg-en-Bresse Péronnas 01,France,Championnat National,http://commons.wikimedia.org/wiki/Special:FilePath/Football%20club%20Bourg-P%C3%A9ronnas.svg,Stade Marcel-Verchère,Point(5.2371 46.21002),https://www.fbbp01.fr/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Primeiro-s%C3%ADmbolo-SCP.png,Estádio José Alvalade,Point(-9.160783333 38.761194444),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Sporting%20Clube%20de%20Portugal.svg,Estádio José Alvalade,Point(-9.160783333 38.761194444),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Second%20Crest.jpeg,Estádio José Alvalade,Point(-9.160783333 38.761194444),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Third%20Sporting%20Clube%20de%20Portugal%20Crest%20%281930-1945%29.jpeg,Estádio José Alvalade,Point(-9.160783333 38.761194444),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Primeiro-s%C3%ADmbolo-SCP.png,Estádio José Alvalade (1956),Point(-9.1586173 38.7628177),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Sporting%20Clube%20de%20Portugal.svg,Estádio José Alvalade (1956),Point(-9.1586173 38.7628177),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Second%20Crest.jpeg,Estádio José Alvalade (1956),Point(-9.1586173 38.7628177),https://www.sporting.pt/
Sporting CP,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Third%20Sporting%20Clube%20de%20Portugal%20Crest%20%281930-1945%29.jpeg,Estádio José Alvalade (1956),Point(-9.1586173 38.7628177),https://www.sporting.pt/
S.C. Internacional,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20do%20Sport%20Club%20Internacional.svg,Estádio Beira-Rio,Point(-51.236086 -30.065614),http://www.internacional.com.br
S.C. Internacional,Brazil,Copa do Brasil,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20do%20Sport%20Club%20Internacional.svg,Estádio Beira-Rio,Point(-51.236086 -30.065614),http://www.internacional.com.br
S.C. Internacional,Brazil,Campeonato Gaúcho,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20do%20Sport%20Club%20Internacional.svg,Estádio Beira-Rio,Point(-51.236086 -30.065614),http://www.internacional.com.br
Club Atlético Tigre,Argentina,Primera Nacional,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Atl%C3%A9tico%20Tigre.svg,Estadio José Dellagiovanna,Point(-58.542219 -34.449333),https://catigre.com.ar/
Unión de Santa Fe,Argentina,Argentine Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20club%20Atl%C3%A9tico%20Uni%C3%B3n%20de%20santa%20fe.svg,Estadio 15 de Abril,Point(-60.715867 -31.631853),https://www.clubaunion.com.ar/
Botafogo F.R.,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Botafogo%20de%20Futebol%20e%20Regatas%20logo.svg,Estádio Nilton Santos,Point(-43.292269 -22.893172),http://www.botafogo.com.br/
Fluminense F.C.,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Fluminense%20logo.gif,Maracanã Stadium,Point(-43.230163888 -22.912166666),https://www.fluminense.com.br/site/
C.S. Herediano,Costa Rica,Liga promerica,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Sport%20Herediano.svg,Estadio Eladio Rosabal Cordero,Point(-84.123065 9.99963),https://www.herediano.com/
Ipatinga Futebol Clube,Brazil,Campeonato Brasileiro Série C,http://commons.wikimedia.org/wiki/Special:FilePath/Ipatingafc.jpg,Arena do Jacaré,Point(-44.222022 -19.478794),http://www.ipatingafc.com.br
VfL Wolfsburg,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/VfL%20Wolfsburg%20Logo.png,Volkswagen Arena,Point(10.803889 52.431944),https://www.vfl-wolfsburg.de/
VfL Wolfsburg,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/VfL%20Wolfsburg%20Logo.png,VfL-Stadion am Elsterweg,Point(10.799417 52.425306),https://www.vfl-wolfsburg.de/
Borussia Mönchengladbach,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Borussia%20M%C3%B6nchengladbach%20logo.svg,Borussia-Park,Point(6.385463888 51.174583333),https://www.borussia.de/
Hertha BSC,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Hertha%20BSC%20Logo%202012.svg,Berlin Olympic Stadium,Point(13.239444444 52.514722222),https://www.herthabsc.de
1. FC Köln,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20FC%20Koeln%20Logo%202014%E2%80%93.svg,RheinEnergie Stadion,Point(6.875 50.933611),https://fc.de/
1. FSV Mainz 05,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Mainz%2005.svg,Mewa Arena,Point(8.224167 49.984167),https://www.mainz05.de/
Karlsruher SC,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Karlsruher%20SC%20Logo%202.svg,Wildparkstadion,Point(8.413055555 49.02),https://www.ksc.de/
Karlsruher SC,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Karlsruher%20SC%20Logo%202.svg,Wildparkstadion,Point(8.413055555 49.02),https://www.ksc.de/
VfL Bochum,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/VfL%20Bochum%20logo.svg,Ruhrstadion,Point(7.236489 51.489944),https://www.vfl-bochum.de/
FC Energie Cottbus,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Energie%20Cottbus.svg,Stadion der Freundschaft,Point(14.345556 51.751389),http://www.fcenergie.de/
SpVgg Landshut,Germany,Bayernliga Süd,http://commons.wikimedia.org/wiki/Special:FilePath/Spvgg%20Landshut%20Logo.png,Q1384007,Point(12.1383 48.5322),http://spvgg-landshut.de
RC Strasbourg,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Racing%20Club%20de%20Strasbourg%20contre%20Racing%20Lens%20d%C3%A9cembre%202016%20.jpg,Stade de la Meinau,Point(7.75738 48.55942),http://www.rcstrasbourgalsace.fr/
CD San José,Bolivia,Primera División de Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20de%20San%20Jos%C3%A9.png,Estadio Jesús Bermúdez,Point(-67.111564 -17.946211),http://www.sanjosefc.com/
Club Aurora,Bolivia,Nacional B 2016-17 (Bolivia),http://commons.wikimedia.org/wiki/Special:FilePath/Club%20Aurora.png,Estadio Félix Capriles,Point(-66.16183 -17.379303),http://www.clubaurora.com.bo
Deportivo Toluca F.C.,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/Club%20Toluca%20Logo.svg,Nemesio Díez Stadium,Point(-99.666794 19.287286),https://www.tolucafc.com/
Operário Futebol Clube,Brazil,Campeonato Sul-Mato-Grossense,http://commons.wikimedia.org/wiki/Special:FilePath/Operario%20Futebol%20Clube-MS.svg,Morenão,Point(-54.609722 -20.501389),http://www.operario.com.br
FC Biel-Bienne,Switzerland,Swiss Challenge League,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20FC%20Biel-Bienne.png,Gurzelen Stadion,Point(7.26104 47.1453),http://fcbiel-bienne.ch/
Sportivo Italiano,Argentina,Primera C Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Sp%20italiano%20logo.png,República de Italia Stadium,Point(-58.517222222 -34.738055555),http://www.sportivoitaliano.com.ar/
Nacional Potosí,Bolivia,Primera División de Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Club%20Atletico%20Nacional%20Potosi.svg,Estadio Víctor Agustín Ugarte,Point(-65.761111 -19.578611),http://nacionalpotosi.com/
RB Leipzig,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/2019-07-12%20Fu%C3%9Fball%3B%20Freundschaftsspiel%20RB%20Leipzig%20-%20FC%20Z%C3%BCrich%201DX%200881%20by%20Stepro.jpg,Red Bull Arena,Point(12.348056 51.345833),https://rbleipzig.com/
Santiago Wanderers,Chile,Chilean First B Division,http://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Wanderers.png,Estadio Elías Figueroa Brander,Point(-71.64 -33.02227778),http://www.santiagowanderers.cl/
C.A. Cerro,Uruguay,Uruguayan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/CACerro%20logo.png,Estadio Luis Tróccoli,Point(-56.25194444 -34.8675),https://cacerro.com/
Rangers de Talca es mejor que talca,Chile,Chilean First B Division,http://commons.wikimedia.org/wiki/Special:FilePath/Rangers%20de%20Talca%20-%20Escudo.svg,Estadio Fiscal de Talca,Point(-71.673889 -35.419722),https://www.rangersdetalca.com/
Club Sportivo Cerrito,Uruguay,Primera División Amateur de Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo-Cerrito.png,Estadio Parque Maracaná,Point(-56.171286 -34.836797),http://www.clubcerrito.com/
KÍ Klaksvík,Faroe Islands,Faroe Islands Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%8D%20Klaksv%C3%ADk.png,Djúpumýra Stadium,Point(-6.579201 62.225246),https://ki.fo/
Kecskeméti TE,Hungary,Nemzeti Bajnokság I,http://commons.wikimedia.org/wiki/Special:FilePath/KTE.svg,Széktói Stadion,Point(19.668889 46.901389),https://kecskemetite.hu/
ŁKS Łódź,Poland,Ekstraklasa,http://commons.wikimedia.org/wiki/Special:FilePath/LKS%20Lodz.png,Stadion ŁKS,Point(19.4275 51.7576),https://lkslodz.pl/
Cercle Brugge K.S.V.,Belgium,Belgian First Division A,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Cercle%20Brugge%202022.png,Jan Breydel Stadium,Point(3.181311 51.193269),https://www.cerclebrugge.be/
FC Locarno,Switzerland,Swiss Challenge League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Locarno.svg,Stadio del Lido,Point(8.801544 46.162687),http://www.fclocarno.ch
Excelsior Rotterdam,Netherlands,Eredivisie,http://commons.wikimedia.org/wiki/Special:FilePath/Excelsior%20Rotterdam%20logo%202021.svg,Stadion Woudestein,Point(4.520556 51.916944),https://sbvexcelsior.nl/
Sivasspor,Turkey,Turkish Süper Lig,http://commons.wikimedia.org/wiki/Special:FilePath/Sivasspor-Logo.png,Sivas 4 Eylül Stadium,Point(36.984065 39.728612),http://sivasspor.org.tr/
Avaí Futebol Clube,Brazil,Campeonato Brasileiro Série B,http://commons.wikimedia.org/wiki/Special:FilePath/Avai%20FC%20%2805-E%29%20-%20SC.svg,Estádio da Ressacada,Point(-48.531667 -27.666389),http://www.avai.com.br/novo/
PFC Beroe Stara Zagora,Bulgaria,First Professional Football League,http://commons.wikimedia.org/wiki/Special:FilePath/BeroeLogo.png,Beroe Stadium,Point(25.615278 42.432778),http://www.beroe.bg/
Alta IF,Norway,Norwegian Second Division,http://commons.wikimedia.org/wiki/Special:FilePath/AltaIF.svg,Finnmarkshallen,Point(23.2955 69.9746),http://www.altaif.no/
SK Sigma Olomouc,Czech Republic,Czech First League,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Sigma%20Olomouc%20logo.png,Andrův stadion,Point(17.248333 49.6),http://www.sigmafotbal.cz/
Esbjerg fB,Denmark,Danish 1st Division,http://commons.wikimedia.org/wiki/Special:FilePath/Football%20efb%20logo.png,Blue Water Arena,Point(8.439444 55.481944),https://www.efb.dk/
Real Salt Lake,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/Real%20Salt%20Lake%20tertiary%20wordmark%20color.svg,America First Field,Point(-111.893 40.5829),https://www.rsl.com/
PFC Slavia Sofia,Bulgaria,First Professional Football League,http://commons.wikimedia.org/wiki/Special:FilePath/Slavia-Sofia.png,Ovcha Kupel Stadium,Point(23.272028 42.675361),http://pfcslavia.com/
Algeciras CF,Spain,Segunda División B Groups 1–4,http://commons.wikimedia.org/wiki/Special:FilePath/Nuevo%20Mirador%20detalle.jpg,Estadio Nuevo Mirador,Point(-5.46527778 36.16333333),https://algecirascf.eu/
Almere City FC,Netherlands,Eerste Divisie,http://commons.wikimedia.org/wiki/Special:FilePath/Almere%20City%20FC%20logo.jpg,Yanmere Stadion,Point(5.240556 52.394444),http://www.almerecity.nl/
Schwarz-Weiß Essen,Germany,Oberliga Niederrhein,http://commons.wikimedia.org/wiki/Special:FilePath/ETB%20SW%20Essen%20Logo.svg,Uhlenkrugstadion,Point(7.01825 51.4266),http://www.etb-schwarz-weiss.de/
FC St. Gallen,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20St.%20Gallen%20logo.svg,kybunpark,Point(9.306389 47.408333),http://www.fcsg.ch
Grazer AK,Austria,Austrian Football Second League,http://commons.wikimedia.org/wiki/Special:FilePath/GAK%201902%20Logo.svg,Merkur Arena,Point(15.454444 47.046111),http://www.grazerak.at/
Clube Atlético Juventus,Brazil,Campeonato Paulista Série A2,http://commons.wikimedia.org/wiki/Special:FilePath/CA%20Juventus%20logo.svg,Estádio Rua Javari,Point(-46.604444 -23.553333),http://www.juventus.com.br/
